Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Acanthamoeba polyphaga mimivirus,212035,Viruses;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;Mimivirus,1,6.09918e-05,0.000644384
Brevundimonas mediterranea,74329,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,3,0.000182975,0.00193315
Brevundimonas naejangsanensis,588932,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,39,0.00237868,0.025131
Brevundimonas sp. 'scallop',2562582,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,10,0.000609918,0.00644384
Brevundimonas sp. AJA228-03,2752515,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,3,0.000182975,0.00193315
Brevundimonas sp. Bb-A,2560058,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,2,0.000121984,0.00128877
Brevundimonas sp. CS1,2813778,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,10,0.000609918,0.00644384
Brevundimonas sp. DS20,1532555,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,2,0.000121984,0.00128877
Brevundimonas sp. GRTSA-9,2800818,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,2,0.000121984,0.00128877
Brevundimonas sp. GW460-12-10-14-LB2,1827469,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,7,0.000426942,0.00451069
Brevundimonas sp. LM2,1938605,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,2,0.000121984,0.00128877
Brevundimonas sp. LVF1,2774189,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,5,0.000304959,0.00322192
Brevundimonas sp. LVF2,2774190,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,1,6.09918e-05,0.000644384
Brevundimonas sp. M20,2591463,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,2,0.000121984,0.00128877
Brevundimonas sp. SGAir0440,2579977,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,10,0.000609918,0.00644384
Brevundimonas subvibrioides,74313,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,1,6.09918e-05,0.000644384
Brevundimonas vancanneytii,1325724,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,20,0.00121984,0.0128877
Brevundimonas vesicularis,41276,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,13,0.000792893,0.00837699
Brucella anthropi,529,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella,1,6.09918e-05,0.000644384
Brucella suis,29461,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella,1,6.09918e-05,0.000644384
Buchnera aphidicola,9,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera,20,0.00121984,0.0128877
Bufonid herpesvirus 1,2282206,Viruses;Peploviricota;Herviviricetes;Herpesvirales;;,1,6.09918e-05,0.000644384
Burkholderia ambifaria,152480,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,5,0.000304959,0.00322192
Burkholderia cenocepacia,95486,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,9,0.000548926,0.00579945
Burkholderia cepacia,292,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,41,0.00250066,0.0264197
Burkholderia contaminans,488447,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,2,0.000121984,0.00128877
Burkholderia gladioli,28095,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,8,0.000487934,0.00515507
Burkholderia glumae,337,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,5,0.000304959,0.00322192
Burkholderia mallei,13373,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,5,0.000304959,0.00322192
Burkholderia multivorans,87883,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,3,0.000182975,0.00193315
Burkholderia plantarii,41899,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,1,6.09918e-05,0.000644384
Burkholderia pseudomallei,28450,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,17,0.00103686,0.0109545
Burkholderia sp. 2002721687,1468409,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,2,0.000121984,0.00128877
Burkholderia sp. MSMB0266,1637837,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,1,6.09918e-05,0.000644384
Burkholderia sp. PAMC 26561,1795043,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,1,6.09918e-05,0.000644384
Burkholderia stabilis,95485,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,2,0.000121984,0.00128877
Burkholderia stagnalis,1503054,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,1,6.09918e-05,0.000644384
Burkholderia thailandensis,57975,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,8,0.000487934,0.00515507
Burkholderia vietnamiensis,60552,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,2,0.000121984,0.00128877
Buzura suppressaria nucleopolyhedrovirus,74320,Viruses;;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus,1,6.09918e-05,0.000644384
Caldanaerobacter subterraneus,911092,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter,1,6.09918e-05,0.000644384
Caldibacillus thermoamylovorans,35841,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldibacillus,1,6.09918e-05,0.000644384
Caldicellulosiruptor kristjanssonii,52765,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor,1,6.09918e-05,0.000644384
Calditerrivibrio nitroreducens,477976,Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Calditerrivibrio,1,6.09918e-05,0.000644384
Calothrix sp. NIES-4071,2005469,Bacteria;Cyanobacteria;;Nostocales;Calotrichaceae;Calothrix,1,6.09918e-05,0.000644384
Campylobacter coli,195,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,5,0.000304959,0.00322192
Campylobacter cuniculorum,374106,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,1,6.09918e-05,0.000644384
Campylobacter fetus,196,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,17,0.00103686,0.0109545
Campylobacter jejuni,197,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,14,0.000853885,0.00902137
Campylobacter lari,201,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,1,6.09918e-05,0.000644384
Campylobacter upsaliensis,28080,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,1,6.09918e-05,0.000644384
Campylobacter ureolyticus,827,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,1,6.09918e-05,0.000644384
Candida albicans,5476,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida,107,0.00652612,0.0689491
Candida dubliniensis,42374,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida,135,0.00823389,0.0869918
Candida orthopsilosis,273371,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida,11,0.000670909,0.00708822
Candida parapsilosis,5480,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida,25,0.00152479,0.0161096
Candida tropicalis,5482,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida,46,0.00280562,0.0296417
Candidatus Azoamicus ciliaticola,2652803,Bacteria;Proteobacteria;Gammaproteobacteria;;;Candidatus Azoamicus,1,6.09918e-05,0.000644384
Candidatus Carsonella ruddii,114186,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Candidatus Carsonella,28,0.00170777,0.0180427
Candidatus Desulforudis audaxviator,471827,Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Candidatus Desulforudis,1,6.09918e-05,0.000644384
Candidatus Hepatoplasma crinochetorum,295596,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Candidatus Hepatoplasma,1,6.09918e-05,0.000644384
Candidatus Kinetoplastibacterium desouzaii,994692,Bacteria;Proteobacteria;Betaproteobacteria;;;Candidatus Kinetoplastibacterium,1,6.09918e-05,0.000644384
Candidatus Nitrosocosmicus oleophilus,1353260,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus,6135,0.374184,3.9533
Candidatus Nitrosomarinus catalina,1898749,Archaea;Thaumarchaeota;;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosomarinus,1,6.09918e-05,0.000644384
Candidatus Nitrosopelagicus brevis,1410606,Archaea;Thaumarchaeota;;;;Candidatus Nitrosopelagicus,2,0.000121984,0.00128877
Candidatus Phytoplasma australiense,59748,Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma,1,6.09918e-05,0.000644384
Candidatus Phytoplasma luffae,35773,Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma,1,6.09918e-05,0.000644384
Candidatus Phytoplasma ziziphi,135727,Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma,3,0.000182975,0.00193315
Candidatus Portiera aleyrodidarum,91844,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Candidatus Portiera,1,6.09918e-05,0.000644384
Candidatus Profftella armatura,669502,Bacteria;Proteobacteria;Betaproteobacteria;;;Candidatus Profftella,1,6.09918e-05,0.000644384
Candidatus Purcelliella pentastirinorum,472834,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Candidatus Purcelliella,2,0.000121984,0.00128877
Candidatus Sulcia muelleri,336810,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;;Candidatus Sulcia,31,0.00189074,0.0199759
Candidatus Walczuchella monophlebidarum,1415657,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;;Candidatus Walczuchella,1,6.09918e-05,0.000644384
Capnocytophaga canimorsus,28188,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga,1,6.09918e-05,0.000644384
Caulobacter mirabilis,69666,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter,1,6.09918e-05,0.000644384
Caulobacter sp. FWC26,69665,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter,2,0.000121984,0.00128877
Caulobacter sp. K31,366602,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter,2,0.000121984,0.00128877
Caulobacter vibrioides,155892,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter,2,0.000121984,0.00128877
Caviid betaherpesvirus 2,33706,Viruses;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;,2,0.000121984,0.00128877
Cellulomonas fimi,1708,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas,1,6.09918e-05,0.000644384
Cellulomonas sp. PSBB021,2003551,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas,1,6.09918e-05,0.000644384
Cellulophaga baltica,76594,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga,1,6.09918e-05,0.000644384
Cellulophaga lytica,979,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga,1,6.09918e-05,0.000644384
Cellulophaga sp. L1A9,2686362,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga,1,6.09918e-05,0.000644384
Cellulosimicrobium cellulans,1710,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Promicromonosporaceae;Cellulosimicrobium,1,6.09918e-05,0.000644384
Cereibacter sphaeroides,1063,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cereibacter,3,0.000182975,0.00193315
Cetia pacifica,1424653,Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Cetia,1,6.09918e-05,0.000644384
Chitinophaga sp. 1310,2725416,Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga,8,0.000487934,0.00515507
Chlamydia psittaci,83554,Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia,1,6.09918e-05,0.000644384
Chlamydia suis,83559,Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia,1,6.09918e-05,0.000644384
Choristoneura rosaceana entomopoxvirus,1993631,Viruses;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Betaentomopoxvirus,1,6.09918e-05,0.000644384
Chromobacterium sp. ATCC 53434,2059672,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium,1,6.09918e-05,0.000644384
Chromobacterium vaccinii,1108595,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium,2,0.000121984,0.00128877
Chromobacterium violaceum,536,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium,5,0.000304959,0.00322192
Chrysanthemum stem necrosis orthotospovirus,2560382,Viruses;Negarnaviricota;Ellioviricetes;Bunyavirales;Tospoviridae;Orthotospovirus,1,6.09918e-05,0.000644384
Chryseobacterium carnipullorum,1124835,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium,1,6.09918e-05,0.000644384
Chryseobacterium glaciei,1685010,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium,1,6.09918e-05,0.000644384
Chryseobacterium gleum,250,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium,1,6.09918e-05,0.000644384
Chryseobacterium haifense,421525,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella,2,0.000121984,0.00128877
Chryseobacterium indologenes,253,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium,3,0.000182975,0.00193315
Chryseobacterium indoltheticum,254,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium,1,6.09918e-05,0.000644384
Chryseobacterium taklimakanense,536441,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Planobacterium,2,0.000121984,0.00128877
Citricoccus sp. SGAir0253,2567881,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Citricoccus,1,6.09918e-05,0.000644384
Citrobacter amalonaticus,35703,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter,1,6.09918e-05,0.000644384
Citrobacter braakii,57706,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter,1,6.09918e-05,0.000644384
Citrobacter freundii,546,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter,12,0.000731901,0.00773261
Citrobacter sp. B72,2807631,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter,15,0.000914876,0.00966576
Cladosporium sphaerospermum,92950,Eukaryota;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium,4162,0.253848,2.68193
Clavibacter michiganensis,28447,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Clavibacter,7,0.000426942,0.00451069
Clostridioides difficile,1496,Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Clostridioides,9,0.000548926,0.00579945
Clostridium baratii,1561,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,1,6.09918e-05,0.000644384
Clostridium beijerinckii,1520,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,2,0.000121984,0.00128877
Clostridium botulinum,1491,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,37,0.00225669,0.0238422
Clostridium butyricum,1492,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,3,0.000182975,0.00193315
Clostridium diolis,223919,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,1,6.09918e-05,0.000644384
Clostridium kluyveri,1534,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,2,0.000121984,0.00128877
Clostridium ljungdahlii,1538,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,1,6.09918e-05,0.000644384
Clostridium novyi,1542,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,1,6.09918e-05,0.000644384
Clostridium pasteurianum,1501,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,1,6.09918e-05,0.000644384
Clostridium perfringens,1502,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,9,0.000548926,0.00579945
Clostridium saccharobutylicum,169679,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,13,0.000792893,0.00837699
Clostridium saccharoperbutylacetonicum,36745,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,1,6.09918e-05,0.000644384
Clostridium sp. JN-9,2507159,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,1,6.09918e-05,0.000644384
Clostridium sporogenes,1509,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,3,0.000182975,0.00193315
Clostridium tyrobutyricum,1519,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,1,6.09918e-05,0.000644384
Coccidioides immitis,5501,Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;;Coccidioides,101,0.00616017,0.0650828
Coccidioides posadasii,199306,Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;;Coccidioides,198,0.0120764,0.127588
Collimonas fungivorans,158899,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas,1,6.09918e-05,0.000644384
Collimonas pratensis,279113,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas,2,0.000121984,0.00128877
Comamonas aquatica,225991,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,2,0.000121984,0.00128877
Comamonas kerstersii,225992,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,1,6.09918e-05,0.000644384
Comamonas koreensis,160825,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,1,6.09918e-05,0.000644384
Comamonas sp. NLF-7-7,2597701,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,1,6.09918e-05,0.000644384
Comamonas testosteroni,285,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,3,0.000182975,0.00193315
Comamonas thiooxydans,363952,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,2,0.000121984,0.00128877
Conexibacter woesei,191495,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter,1,6.09918e-05,0.000644384
Coprococcus comes,410072,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus,2,0.000121984,0.00128877
Corynebacterium amycolatum,43765,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Corynebacterium argentoratense,42817,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Corynebacterium bovis,36808,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Corynebacterium glutamicum,1718,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Corynebacterium glyciniphilum,1404244,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Corynebacterium kefirresidentii,1979527,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Corynebacterium kroppenstedtii,161879,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Corynebacterium matruchotii,43768,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Corynebacterium pelargi,1471400,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Corynebacterium tuberculostearicum,38304,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,5,0.000304959,0.00322192
Corynebacterium ureicelerivorans,401472,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium,1,6.09918e-05,0.000644384
Cowpox virus,10243,Viruses;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus,1,6.09918e-05,0.000644384
Croceicoccus naphthovorans,1348774,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus,2,0.000121984,0.00128877
Cruoricaptor ignavus,1118202,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cruoricaptor,1,6.09918e-05,0.000644384
Cryptococcus neoformans,5207,Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus,5,0.000304959,0.00322192
Culex nigripalpus nucleopolyhedrovirus,130556,Viruses;;Naldaviricetes;Lefavirales;Baculoviridae;Deltabaculovirus,3,0.000182975,0.00193315
Cupriavidus basilensis,68895,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus,4,0.000243967,0.00257754
Cupriavidus gilardii,82541,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus,4,0.000243967,0.00257754
Cupriavidus necator,106590,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus,3,0.000182975,0.00193315
Cupriavidus oxalaticus,96344,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus,1,6.09918e-05,0.000644384
Cupriavidus pauculus,82633,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus,1,6.09918e-05,0.000644384
Cupriavidus pinatubonensis,248026,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus,2,0.000121984,0.00128877
Cupriavidus sp. USMAA2-4,876364,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus,1,6.09918e-05,0.000644384
Cutibacterium acnes,1747,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium,42,0.00256165,0.0270641
Cutibacterium granulosum,33011,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium,1,6.09918e-05,0.000644384
Cyprinid herpesvirus 1,317858,Viruses;Peploviricota;Herviviricetes;Herpesvirales;Alloherpesviridae;Cyprinivirus,41,0.00250066,0.0264197
Cytobacillus oceanisediminis,665099,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus,2,0.000121984,0.00128877
Dechloromonas aromatica,259537,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas,1,6.09918e-05,0.000644384
Defluviicoccus vanus,111831,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus,1,6.09918e-05,0.000644384
Deinococcus radiodurans,1299,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus,1,6.09918e-05,0.000644384
Delftia acidovorans,80866,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia,61,0.0037205,0.0393074
Delftia lacustris,558537,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia,7,0.000426942,0.00451069
Delftia sp. Cs1-4,742013,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia,3,0.000182975,0.00193315
Delftia sp. HK171,1920191,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia,2,0.000121984,0.00128877
Delftia tsuruhatensis,180282,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia,13,0.000792893,0.00837699
Desulfocapsa sulfexigens,65555,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa,1,6.09918e-05,0.000644384
Desulfonema magnum,45655,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfonema,1,6.09918e-05,0.000644384
